finding_id,finding_type,cve_id,advisory_id,severity,cvss_vector,cwe,ecosystem,package,installed_version,fixed_version,file_path,line,title,description,published,references,remediation
CVE-2026-40477,SCA,CVE-2026-40477,GHSA-r4v4-5mwr-2fwr,Critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-1336;CWE-917,Maven,org.thymeleaf:thymeleaf-spring5,3.0.9.RELEASE,3.1.4.RELEASE,pom.xml,,Improper restriction of the scope of accessible objects in Thymeleaf expressions,"### Impact A security bypass vulnerability exists in the expression execution mechanisms of Thymeleaf up to and including 3.1.3.RELEASE. Although the library provides mechanisms to prevent expression injection, it fails to properly restrict the scope of accessible objects, allowing specific potentially sensitive objects to be reached from within a template. If an application developer passes unvalidated user input directly to the template engine, an unauthenticated remote attacker can bypass the library's protections to achieve Server-Side Template Injection (SSTI). ### Patches This has been fixed in Thymeleaf 3.1.4.RELEASE. ### Workarounds No workaround is available beyond ensuring applicat",2026-04-15,https://github.com/thymeleaf/thymeleaf/security/advisories/GHSA-r4v4-5mwr-2fwr https://nvd.nist.gov/vuln/detail/CVE-2026-40477,Upgrade org.thymeleaf:thymeleaf-spring5 from 3.0.9.RELEASE to 3.1.4.RELEASE or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2026-40478,SCA,CVE-2026-40478,GHSA-xjw8-8c5c-9r79,Critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-1336;CWE-917,Maven,org.thymeleaf:thymeleaf-spring5,3.0.9.RELEASE,3.1.4.RELEASE,pom.xml,,Improper neutralization of specific syntax patterns for unauthorized expressions in Thymeleaf,"### Impact A security bypass vulnerability exists in the expression execution mechanisms of Thymeleaf up to and including 3.1.3.RELEASE. Although the library provides mechanisms to prevent expression injection, it fails to properly neutralize specific syntax patterns that allow for the execution of unauthorized expressions. If an application developer passes unvalidated user input directly to the template engine, an unauthenticated remote attacker can bypass the library's protections to achieve Server-Side Template Injection (SSTI). ### Patches This has been fixed in Thymeleaf 3.1.4.RELEASE. ### Workarounds No workaround is available beyond ensuring applications do not pass unvalidated user ",2026-04-15,https://github.com/thymeleaf/thymeleaf/security/advisories/GHSA-xjw8-8c5c-9r79 https://nvd.nist.gov/vuln/detail/CVE-2026-40478,Upgrade org.thymeleaf:thymeleaf-spring5 from 3.0.9.RELEASE to 3.1.4.RELEASE or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2026-41901,SCA,CVE-2026-41901,GHSA-c9ph-gxww-7744,Critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-1336;CWE-917,Maven,org.thymeleaf:thymeleaf-spring5,3.0.9.RELEASE,3.1.5.RELEASE,pom.xml,,Sandboxed Thymeleaf expressions vulnerable to improper recognition of unauthorized syntax patterns,"### Impact A security bypass vulnerability exists in the expression execution mechanisms of Thymeleaf up to and including 3.1.4.RELEASE. Although the library provides mechanisms to avoid the execution of potentially dangerous expressions in some specific sandboxed (restricted) contexts, it fails to properly neutralize specific constructs that allow this kind of expressions to be executed. If an application developer passes to the template engine unsanitized variables that contain such expressions, and these values are used in sandboxed contexts inside the templates, these expressions can be executed achieving Server-Side Template Injection (SSTI). ### Patches This has been fixed in Thymeleaf",2026-05-04,https://github.com/thymeleaf/thymeleaf/security/advisories/GHSA-c9ph-gxww-7744 https://nvd.nist.gov/vuln/detail/CVE-2026-41901,Upgrade org.thymeleaf:thymeleaf-spring5 from 3.0.9.RELEASE to 3.1.5.RELEASE or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2023-6378,SCA,CVE-2023-6378,GHSA-vmq6-5m68-f53m,High,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,CWE-502,Maven,ch.qos.logback:logback-classic,1.2.3,1.2.13,pom.xml,,logback serialization vulnerability,A serialization vulnerability in logback receiver component part of logback allows an attacker to mount a Denial-Of-Service attack by sending poisoned data. This is only exploitable if logback receiver component is deployed. See https://logback.qos.ch/manual/receivers.html,2023-11-29,https://nvd.nist.gov/vuln/detail/CVE-2023-6378 https://github.com/qos-ch/logback/issues/745#issuecomment-1836227158,Upgrade ch.qos.logback:logback-classic from 1.2.3 to 1.2.13 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2023-6378,SCA,CVE-2023-6378,GHSA-vmq6-5m68-f53m,High,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,CWE-502,Maven,ch.qos.logback:logback-core,1.2.3,1.2.13,pom.xml,,logback serialization vulnerability,A serialization vulnerability in logback receiver component part of logback allows an attacker to mount a Denial-Of-Service attack by sending poisoned data. This is only exploitable if logback receiver component is deployed. See https://logback.qos.ch/manual/receivers.html,2023-11-29,https://nvd.nist.gov/vuln/detail/CVE-2023-6378 https://github.com/qos-ch/logback/issues/745#issuecomment-1836227158,Upgrade ch.qos.logback:logback-core from 1.2.3 to 1.2.13 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2025-52999,SCA,CVE-2025-52999,GHSA-h46c-h94j-95f3,High,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,CWE-121,Maven,com.fasterxml.jackson.core:jackson-core,2.9.2,2.15.0,pom.xml,,jackson-core can throw a StackoverflowError when processing deeply nested data,"### Impact With older versions of jackson-core, if you parse an input file and it has deeply nested data, Jackson could end up throwing a StackoverflowError if the depth is particularly large. ### Patches jackson-core 2.15.0 contains a configurable limit for how deep Jackson will traverse in an input document, defaulting to an allowable depth of 1000. Change is in https://github.com/FasterXML/jackson-core/pull/943. jackson-core will throw a StreamConstraintsException if the limit is reached. jackson-databind also benefits from this change because it uses jackson-core to parse JSON inputs. ### Workarounds Users should avoid parsing input files from untrusted sources.",2025-06-27,https://github.com/FasterXML/jackson-core/security/advisories/GHSA-h46c-h94j-95f3 https://nvd.nist.gov/vuln/detail/CVE-2025-52999,Upgrade com.fasterxml.jackson.core:jackson-core from 2.9.2 to 2.15.0 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
GHSA-r7wm-3cxj-wff9,SCA,,GHSA-r7wm-3cxj-wff9,High,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,CWE-770,Maven,com.fasterxml.jackson.core:jackson-core,2.9.2,2.18.8,pom.xml,,jackson-core: Async parser maxNumberLength bypass via chunked digit accumulation (incomplete fix for GHSA-72hv-8253-57qq),"## Summary The fix released in jackson-core `2.18.6` and `2.21.1` for [GHSA-72hv-8253-57qq](https://github.com/FasterXML/jackson-core/security/advisories/GHSA-72hv-8253-57qq) (Number Length Constraint Bypass in Async Parser, published 2026-02-28) is incomplete. The fix commit `b0c428e6` (#1555) wired `validateIntegerLength` into a new `_setIntLength` helper and called it at every place where the integer portion of a number is *decided* (terminator byte arrived, `.` / `e/E` seen, end-of-feed inside a fully-buffered value). It did not call it on the much more attacker-relevant path: ""ran out of input while still inside `MINOR_NUMBER_INTEGER_DIGITS`, return `NOT_AVAILABLE` to caller"". As a resu",2026-07-21,https://github.com/FasterXML/jackson-core/security/advisories/GHSA-r7wm-3cxj-wff9 https://github.com/FasterXML/jackson-core/pull/1611,Upgrade com.fasterxml.jackson.core:jackson-core from 2.9.2 to 2.18.8 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2018-12022,SCA,CVE-2018-12022,GHSA-cjjf-94ff-43w7,High,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.6,pom.xml,,jackson-databind Deserialization of Untrusted Data vulnerability,"An issue was discovered in FasterXML jackson-databind prior to 2.7.9.4, 2.8.11.2, and 2.9.6. When Default Typing is enabled (either globally or for a specific property), the service has the Jodd-db jar (for database access for the Jodd framework) in the classpath, and an attacker can provide an LDAP service to access, it is possible to make the service execute a malicious payload.",2019-03-25,https://nvd.nist.gov/vuln/detail/CVE-2018-12022 https://github.com/FasterXML/jackson-databind/issues/2052,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.6 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2018-12023,SCA,CVE-2018-12023,GHSA-6wqp-v4v6-c87c,High,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.6,pom.xml,,Deserialization of Untrusted Data,"An issue was discovered in FasterXML jackson-databind prior to 2.7.9.4, 2.8.11.2, and 2.9.6. When Default Typing is enabled (either globally or for a specific property), the service has the Oracle JDBC jar in the classpath, and an attacker can provide an LDAP service to access, it is possible to make the service execute a malicious payload.",2020-06-15,https://nvd.nist.gov/vuln/detail/CVE-2018-12023 https://github.com/FasterXML/jackson-databind/issues/2058,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.6 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2018-5968,SCA,CVE-2018-5968,GHSA-w3f4-3q6j-rh82,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-184;CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.4,pom.xml,,Deserialization of Untrusted Data in jackson-databind,FasterXML jackson-databind through 2.8.11 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 and CVE-2017-17485 deserialization flaws. This is exploitable via two different gadgets that bypass a blacklist.,2020-06-30,https://nvd.nist.gov/vuln/detail/CVE-2018-5968 https://github.com/FasterXML/jackson-databind/issues/1899,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-12086,SCA,CVE-2019-12086,GHSA-5ww9-j83m-q7qx,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.9,pom.xml,,Information exposure in FasterXML jackson-databind,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint, the service has the mysql-connector-java jar (8.0.14 or earlier) in the classpath, and an attacker can host a crafted MySQL server reachable by the victim, an attacker can send a crafted JSON message that allows them to read arbitrary local files on the server. This occurs because of missing com.mysql.cj.jdbc.admin.MiniAdmin validation.",2019-05-23,https://nvd.nist.gov/vuln/detail/CVE-2019-12086 https://github.com/FasterXML/jackson-databind/issues/2326,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.9 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-14439,SCA,CVE-2019-14439,GHSA-gwp4-hfv6-p7hw,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.9.2,pom.xml,,Deserialization of untrusted data in FasterXML jackson-databind,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9.2, 2.8.11.4, 2.7.9.6, and 2.6.7.3. This occurs when Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the logback jar in the classpath.",2019-08-01,https://nvd.nist.gov/vuln/detail/CVE-2019-14439 https://github.com/FasterXML/jackson-databind/issues/2389,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.9.2 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-14892,SCA,CVE-2019-14892,GHSA-cf6r-3wgc-h863,High,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-200;CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10,pom.xml,,Polymorphic deserialization of malicious object in jackson-databind,"A flaw was discovered in jackson-databind in versions before 2.9.10, 2.8.11.5, and 2.6.7.3, where it would permit polymorphic deserialization of a malicious object using commons-configuration 1 and 2 JNDI classes. An attacker could use this flaw to execute arbitrary code.",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2019-14892 https://github.com/FasterXML/jackson-databind/issues/2462,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2019-14893,SCA,CVE-2019-14893,GHSA-qmqc-x3r4-6v39,High,,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10,pom.xml,,Polymorphic deserialization of malicious object in jackson-databind,"A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2019-14893 https://github.com/FasterXML/jackson-databind/issues/2469,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10650,SCA,CVE-2020-10650,GHSA-rpr3-cw39-3pxh,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind vulnerable to unsafe deserialization,The com.fasterxml.jackson.core:jackson-databind library before version 2.9.10.4 is vulnerable to an Unsafe Deserialization vulnerability when handling interactions related to the class `ignite-jta`.,2022-07-15,https://nvd.nist.gov/vuln/detail/CVE-2020-10650 https://github.com/FasterXML/jackson-databind/issues/2658,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10672,SCA,CVE-2020-10672,GHSA-95cm-88f5-f2c7,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.aries.transaction.jms.internal.XaPooledConnectionFactory (aka aries.transaction.jms).",2020-04-23,https://nvd.nist.gov/vuln/detail/CVE-2020-10672 https://github.com/FasterXML/jackson-databind/issues/2659,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10673,SCA,CVE-2020-10673,GHSA-fqwf-pjwf-7vqv,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 and 2.6.7.4 mishandles the interaction between serialization gadgets and typing, related to com.caucho.config.types.ResourceRef (aka caucho-quercus).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-10673 https://github.com/FasterXML/jackson-databind/issues/2660,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10968,SCA,CVE-2020-10968,GHSA-rf6r-2c4q-2vwg,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.aoju.bus.proxy.provider.remoting.RmiProvider (aka bus-proxy).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-10968 https://github.com/FasterXML/jackson-databind/issues/2662,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-10969,SCA,CVE-2020-10969,GHSA-758m-v56v-grj4,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to javax.swing.JEditorPane.",2020-04-23,https://nvd.nist.gov/vuln/detail/CVE-2020-10969 https://github.com/FasterXML/jackson-databind/issues/2642,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-11111,SCA,CVE-2020-11111,GHSA-v3xw-c963-f5hc,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.activemq.* (aka activemq-jms, activemq-core, activemq-pool, and activemq-pool-jms).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-11111 https://github.com/FasterXML/jackson-databind/issues/2664,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-11112,SCA,CVE-2020-11112,GHSA-58pp-9c76-5625,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.proxy.provider.remoting.RmiProvider (aka apache/commons-proxy).",2020-06-10,https://nvd.nist.gov/vuln/detail/CVE-2020-11112 https://github.com/FasterXML/jackson-databind/issues/2666,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-11113,SCA,CVE-2020-11113,GHSA-9vvp-fxw6-jcxr,High,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.openjpa.ee.WASRegistryManagedRuntime (aka openjpa).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-11113 https://github.com/FasterXML/jackson-databind/issues/2670,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-11619,SCA,CVE-2020-11619,GHSA-27xj-rqx5-2255,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.springframework.aop.config.MethodLocatingFactoryBean (aka spring-aop).",2020-05-15,https://nvd.nist.gov/vuln/detail/CVE-2020-11619 https://github.com/FasterXML/jackson-databind/issues/2680,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-11620,SCA,CVE-2020-11620,GHSA-h4rc-386g-6m85,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.4,pom.xml,,jackson-databind mishandles the interaction between serialization gadgets and typing,"FasterXML jackson-databind 2.x before 2.9.10.4 mishandles the interaction between serialization gadgets and typing, related to org.apache.commons.jelly.impl.Embedded (aka commons-jelly).",2020-04-23,https://nvd.nist.gov/vuln/detail/CVE-2020-11620 https://github.com/FasterXML/jackson-databind/issues/2682,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.4 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-14060,SCA,CVE-2020-14060,GHSA-j823-4qch-3rgm,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.5,pom.xml,,Deserialization of untrusted data in Jackson Databind,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to oadd.org.apache.xalan.lib.sql.JNDIConnectionPool (aka apache/drill).",2020-06-18,https://nvd.nist.gov/vuln/detail/CVE-2020-14060 https://github.com/FasterXML/jackson-databind/issues/2688,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.5 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-14061,SCA,CVE-2020-14061,GHSA-c2q3-4qrh-fm48,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.5,pom.xml,,Deserialization of untrusted data in Jackson Databind,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to oracle.jms.AQjmsQueueConnectionFactory, oracle.jms.AQjmsXATopicConnectionFactory, oracle.jms.AQjmsTopicConnectionFactory, oracle.jms.AQjmsXAQueueConnectionFactory, and oracle.jms.AQjmsXAConnectionFactory (aka weblogic/oracle-aqjms).",2020-06-18,https://nvd.nist.gov/vuln/detail/CVE-2020-14061 https://github.com/FasterXML/jackson-databind/issues/2698,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.5 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-14062,SCA,CVE-2020-14062,GHSA-c265-37vj-cwcc,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.5,pom.xml,,Deserialization of untrusted data in Jackson Databind,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to com.sun.org.apache.xalan.internal.lib.sql.JNDIConnectionPool (aka xalan2).",2020-06-18,https://nvd.nist.gov/vuln/detail/CVE-2020-14062 https://github.com/FasterXML/jackson-databind/issues/2704,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.5 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-14195,SCA,CVE-2020-14195,GHSA-mc6h-4qgp-37qh,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.5,pom.xml,,Deserialization of untrusted data in Jackson Databind,"FasterXML jackson-databind 2.x before 2.9.10.5 mishandles the interaction between serialization gadgets and typing, related to org.jsecurity.realm.jndi.JndiRealmFactory (aka org.jsecurity).",2020-06-18,https://nvd.nist.gov/vuln/detail/CVE-2020-14195 https://github.com/FasterXML/jackson-databind/issues/2765,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.5 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
CVE-2020-24616,SCA,CVE-2020-24616,GHSA-h3cw-g4mq-c5x2,High,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-502;CWE-94,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.2,2.9.10.6,pom.xml,,Code Injection in jackson-databind,"This project contains the general-purpose data-binding functionality and tree-model for Jackson Data Processor. FasterXML jackson-databind 2.x before 2.9.10.6 mishandles the interaction between serialization gadgets and typing, related to br.com.anteros.dbcp.AnterosDBCPDataSource (aka Anteros-DBCP).",2021-12-09,https://nvd.nist.gov/vuln/detail/CVE-2020-24616 https://github.com/FasterXML/jackson-databind/issues/2814,Upgrade com.fasterxml.jackson.core:jackson-databind from 2.9.2 to 2.9.10.6 or later (transitive dependency of the spring-boot-starter-parent 2.0.0.M7 BOM; either bump the parent/BOM or pin the version in <dependencyManagement>).
